期次|开奖号码||||
150902069|3|1|0|7|1
150902070|7|6|2|4|7
150902071|8|7|0|8|5
150902072|3|7|5|8|9
150902073|8|2|9|7|1
150902074|6|6|9|2|0
150902075|8|0|0|1|9
150902076|6|2|2|5|8
150902077|4|7|5|6|7
150902078|6|6|0|2|1
150902079|9|0|2|4|8
150902080|7|2|3|8|5
150902081|9|0|5|4|2
150902082|3|3|9|1|6
150902083|3|7|7|6|8
150902084|6|5|4|5|6
150902085|1|1|7|9|3
150902086|5|9|7|3|0
150902087|9|3|0|3|2
150902088|3|8|2|8|7
150902089|5|8|1|3|0
150902090|4|9|2|6|1
150902091|3|6|2|8|1
150902092|6|0|2|7|5
150902093|1|0|6|2|6
150902094|3|7|6|4|9
150902095|2|8|7|1|1
150902096|7|6|7|2|6
150902097|9|7|0|2|0
150902098|4|0|7|1|3
150902099|4|9|2|5|3
150902100|6|4|0|5|6
150902101|5|7|6|3|8
150902102|8|7|7|6|2
150902103|7|1|3|2|6
150902104|2|6|6|6|6
150902105|4|1|0|3|5
150902106|7|7|0|5|5
150902107|6|4|2|6|0
150902108|4|3|5|9|3
150902109|2|1|8|5|6
150902110|0|1|9|4|5
150902111|8|7|1|9|5
150902112|9|9|5|1|5
150902113|2|7|3|9|7
150902114|9|5|6|8|9
150902115|4|3|7|1|2
150902116|2|4|6|7|6
150902118|4|8|2|3|6
150902119|6|7|7|1|8
150902120|0|9|4|7|7
150903001|5|8|3|9|2
150903002|1|3|9|9|5
150903003|7|5|1|7|0
150903004|2|1|0|5|3
150903005|1|1|5|6|9
150903006|7|1|1|7|5
150903007|3|7|1|5|1
150903008|0|9|9|4|0
150903009|7|9|5|9|0
150903010|9|0|0|2|6
150903011|5|6|0|5|3
150903012|3|5|6|2|7
150903013|8|2|3|0|8
150903014|1|7|3|8|2
150903015|4|3|0|5|4
150903016|3|5|3|9|7
150903017|8|2|0|9|8
150903019|0|6|1|2|0
150903020|3|1|5|0|2
150903021|0|7|1|5|5
150903022|4|0|1|1|9
150903023|6|0|4|5|0
150903024|3|6|4|5|0
150903025|7|1|5|1|2
150903026|9|1|1|7|2
150903027|8|0|4|4|8
150903028|7|4|0|9|8
150903029|4|6|7|0|0
150903030|8|4|5|2|7
150903031|6|6|8|9|3
150903032|1|4|4|5|7
150903033|6|9|4|5|9
150903034|0|0|5|9|9
150903035|0|3|0|0|6
150903036|2|2|1|2|2
150903037|7|3|5|1|9
150903038|8|4|7|8|1
150903039|4|7|7|1|2
150903040|1|2|2|4|4
150903041|3|2|1|5|4
150903042|0|2|5|4|0
150903043|2|9|4|3|7
150903044|7|5|8|3|3
150903045|3|3|2|9|2
150903046|0|7|4|3|6
150903047|8|8|8|0|3
150903048|1|3|0|7|2
150903049|6|9|9|8|8
150903050|4|0|5|4|4
150903051|0|5|9|5|9
150903052|4|4|8|0|0
150903053|2|0|0|8|1
150903054|3|0|5|2|8
150903055|0|0|6|0|9
150903056|7|4|0|2|2
150903057|0|6|7|1|2
150903058|2|8|3|7|2
150903059|1|3|2|2|4
150903060|4|3|1|9|1
150903061|8|1|3|5|2
150903062|0|6|2|8|0
150903063|9|8|0|7|8
150903064|6|9|3|1|5
150903065|8|1|3|3|2
150903066|5|7|4|0|7
150903067|3|0|6|3|1
150903068|5|6|2|1|4
150903069|3|7|5|7|6
150903070|6|5|4|8|9
150903071|5|5|9|8|9
150903072|3|2|6|9|2
150903073|5|0|2|4|8
150903074|4|4|5|8|8
150903075|4|4|3|5|6
150903076|4|8|8|2|1
150903077|1|6|2|2|3
150903078|1|4|1|0|8
150903079|3|5|2|7|3
150903080|3|3|0|9|5
150903081|6|5|0|6|1
150903082|4|4|6|5|8
150903083|4|9|0|4|9
150903084|4|9|2|2|3
150903085|9|0|3|5|0
150903086|5|5|5|2|6
150903087|1|5|1|0|3
150903088|1|1|2|4|0
150903089|3|1|8|0|4
150903090|5|7|0|6|6
150903091|7|4|1|9|4
150903092|9|0|7|7|4
150903093|6|8|7|7|9
150903094|6|6|9|0|8
150903095|0|6|2|5|5
150903096|1|8|5|8|2
150903099|9|6|3|8|6
150903100|1|1|8|8|7
150903101|7|3|2|2|0
150903102|5|4|4|1|2
150903103|7|0|3|4|6
150903104|2|2|7|4|3
150903105|5|2|3|4|9
150903106|7|6|7|0|1
150903107|2|3|7|2|9
150903108|3|3|4|7|1
150903109|9|0|2|7|0
150903110|3|1|5|5|6
150903111|0|0|6|2|2
150903112|9|0|0|9|1
150903113|5|7|9|1|8
150903114|8|8|5|9|3
150903115|6|4|9|4|3
150903116|0|4|8|0|9
150903117|5|1|5|1|5
150903118|3|3|2|2|9
150904001|9|2|3|1|0
150904002|4|6|6|3|9
150904003|6|0|4|5|9
150904004|2|9|1|8|3
150904005|1|5|9|3|6
150904006|9|2|1|5|0
150904007|8|3|2|8|7
150904008|5|6|6|5|1
150904010|4|6|1|8|4
150904011|3|0|1|9|7
150904012|5|9|8|9|0
150904013|6|7|7|2|2
150904014|8|3|6|8|9
150904015|5|7|5|6|3
150904016|4|5|4|4|2
150904017|2|5|9|8|8
150904018|4|2|9|2|1
150904019|4|4|3|5|3
150904020|9|2|7|7|3
150904021|3|9|0|6|8
150904022|5|3|1|0|3
150904023|0|6|3|3|3
150904024|1|4|0|0|9
150904025|6|7|1|6|8
150904026|2|9|3|1|7
150904027|0|5|7|0|3
150904028|6|7|1|8|3
150904029|9|4|0|9|0
150904030|0|1|7|8|9
150904031|0|2|9|6|4
150904032|5|8|2|5|0
150904033|0|9|8|2|3
150904034|4|4|7|0|9
150904035|4|0|9|8|5
150904036|2|6|6|1|6
150904037|6|6|8|1|2
150904038|2|7|2|9|2
150904039|1|7|8|6|1
150904040|5|0|5|3|2
150904041|0|6|2|2|2
150904042|8|7|9|6|2
150904043|2|5|4|8|1
150904044|5|0|8|6|1
150904045|0|0|3|3|8
150904046|3|8|1|6|2
150904047|3|4|1|9|9
150904048|2|6|6|8|7
150904049|3|5|8|8|4
150904050|6|5|7|1|5
150904051|2|7|3|6|8
150904052|7|7|4|2|2
150904053|7|5|1|1|8
150904054|2|2|6|6|7
150904055|4|6|4|2|0
150904056|2|6|0|1|9
150904057|7|4|0|5|1
150904058|1|5|0|1|4
150904059|6|7|8|0|6
150904060|1|3|5|4|8
150904061|7|9|2|0|8
150904062|7|0|0|0|6
150904063|3|5|2|9|7
150904064|6|4|4|9|4
150904065|9|0|4|0|1
150904066|9|8|9|8|6
150904067|7|1|6|5|2
150904068|4|4|6|4|5
150904069|7|9|1|6|1
150904070|4|6|4|0|2
150904071|6|0|9|2|5
150904072|1|8|3|1|1
150904073|8|9|3|2|5
150904074|7|3|6|3|1
150904075|8|2|8|4|5
150904076|4|3|4|7|4
150904077|1|8|1|6|5
150904078|5|6|0|1|6
150904079|8|1|5|4|3
150904080|6|2|4|6|1
150904081|2|2|3|8|0
150904082|0|6|1|3|1
150904083|2|4|7|3|3
150904084|2|6|3|2|3
150904085|7|5|6|7|6
150904086|0|3|6|1|6
150904087|7|1|9|2|3
150904088|4|7|8|6|4
150904089|4|9|7|0|1
150904090|0|8|4|5|7
150904091|0|1|7|7|5
150904092|4|5|1|0|4
150904093|9|1|0|6|0
150904094|2|4|9|2|0
150904095|4|0|3|1|3
150904096|6|4|1|6|0
150904097|5|3|8|9|6
150904098|9|6|2|6|7
150904099|7|2|5|8|4
150904100|3|8|3|2|3
150904101|7|3|0|3|7
150904102|1|9|3|2|3
150904103|3|6|8|9|0
150904104|4|6|0|2|6
150904105|1|4|2|6|7
150904106|0|1|7|0|0
150904107|6|3|4|8|5
150904108|5|6|1|2|1
150904109|4|1|4|2|5
150904110|7|3|3|5|1
150904111|4|6|7|1|2
150904112|1|0|3|4|5
150904113|9|4|1|4|6
150904114|9|4|1|0|6
150904115|6|2|1|3|9
150904116|9|2|6|6|8
150904117|3|4|8|3|8
150904118|7|6|1|5|2
150904119|7|2|3|1|2
150904120|7|0|5|4|4
150905001|8|0|3|0|2
150905002|4|8|0|4|3
150905004|0|2|5|6|8
150905005|1|4|6|2|0
150905007|2|7|0|5|3
150905008|1|3|1|7|3
150905009|9|9|7|0|4
150905010|4|6|0|7|4
150905011|6|9|0|2|7
150905012|7|3|4|5|8
150905013|4|5|7|3|3
150905015|7|7|3|8|8
150905016|3|0|4|3|3
150905017|9|5|9|4|7
150905018|6|3|5|3|9
150905019|9|0|5|5|9
150905020|1|8|9|2|5
150905021|1|5|1|5|8
150905022|8|8|4|3|9
150905023|0|5|1|9|4
150905024|2|6|7|1|4
150905025|0|1|2|7|9
150905026|4|9|8|9|9
150905027|7|5|8|4|8
150905028|8|5|8|7|0
150905029|9|1|2|7|0
150905030|9|0|1|3|3
150905031|3|1|9|9|0
150905032|2|1|9|6|2
150905033|6|1|7|8|9
150905034|9|5|9|6|3
150905035|8|4|4|4|3
150905036|0|3|5|6|7
150905037|9|9|3|1|7
150905038|5|8|7|1|9
150905039|5|8|4|4|3
150905040|2|7|0|9|1
150905041|7|3|3|4|1
150905042|5|6|6|1|0
150905043|7|5|2|6|4
150905044|4|0|5|8|0
150905045|8|1|1|6|3
150905046|2|6|0|1|7
150905047|3|4|2|8|4
150905048|7|5|5|0|9
150905049|4|0|0|1|4
150905050|6|3|3|8|6
150905051|3|3|4|0|5
150905052|3|2|3|7|1
150905053|6|7|4|4|1
150905054|7|2|9|0|0
150905055|9|6|1|7|2
150905056|7|4|5|2|8
150905057|1|9|9|2|4
150905058|4|0|2|1|3
150905059|2|2|2|9|6
150905060|7|7|8|8|6
150905061|3|3|7|0|9
150905062|0|5|1|3|2
150905063|4|8|7|3|4
150905064|7|8|4|0|1
150905065|8|1|6|5|4
150905066|5|7|8|9|6
150905067|0|0|7|7|8
150905068|2|7|8|7|4
150905069|6|5|2|2|1
150905070|1|1|3|2|8
150905071|6|8|7|2|0
150905072|2|6|7|1|5
150905073|3|3|6|8|5
150905074|4|7|2|7|0
150905075|1|5|0|3|2
150905076|4|8|4|3|0
150905077|3|7|3|6|8
150905078|3|6|4|3|2
150905079|9|8|8|8|0
150905080|3|4|1|8|1
150905081|4|4|4|0|3
150905082|0|7|2|7|2
150905083|4|6|5|3|8
150905084|8|7|3|8|8
150905085|2|8|7|1|7
150905086|8|3|4|2|3
150905087|0|3|5|5|9
150905088|6|3|9|4|9
150905089|9|5|7|2|1
150905090|7|5|7|1|6
150905091|9|9|3|3|1
150905092|8|1|9|8|6
150905093|4|2|4|8|6
150905094|4|4|2|8|1
150905095|3|0|4|3|2
150905096|5|4|8|7|7
150905097|7|6|0|2|1
150905098|3|0|3|1|1
150905099|3|6|8|2|5
150905100|2|6|9|6|9
150905101|8|9|5|9|0
150905102|4|9|1|7|8
150905103|9|5|3|5|0
150905104|3|7|3|3|3
150905105|3|0|6|9|3
150905106|1|2|5|8|3
150905107|1|6|0|5|0
150905108|8|7|4|1|9
150905109|1|4|5|4|8
150905110|8|0|0|0|8
150905111|0|1|8|9|0
150905112|2|0|8|5|1
150905113|3|9|1|2|9
150905114|4|1|0|4|1
150905115|1|4|0|2|6
150905116|5|9|0|1|6
150905117|4|2|3|5|8
150905118|6|6|2|2|5
150905119|2|7|9|2|7
150905120|2|5|4|0|1
150906001|4|4|9|1|5
150906002|9|6|9|7|4
150906003|1|0|1|4|9
150906004|1|4|6|6|7
150906005|5|9|6|7|3
150906006|7|6|8|6|6
150906007|6|7|0|6|0
150906009|5|0|1|9|1
150906010|8|7|7|2|6
150906011|7|8|5|5|1
150906012|7|4|9|7|2
150906013|9|3|4|0|9
150906014|2|7|0|5|1
150906015|4|4|3|3|0
150906016|7|9|1|5|3
150906017|4|7|5|8|3
150906018|1|7|3|8|7
150906019|9|2|6|7|6
150906020|1|7|8|5|1
150906021|3|9|3|7|4
150906022|3|1|6|4|3
150906023|4|9|5|4|2
150906024|2|9|0|8|5
150906025|6|0|5|6|0
150906026|5|9|0|8|5
150906027|3|5|1|6|4
150906028|6|3|3|9|9
150906029|5|3|6|6|8
150906030|6|3|1|1|7
150906031|2|4|4|6|9
150906032|3|4|7|1|1
150906033|8|8|9|6|5
150906034|8|3|3|9|1
150906035|6|8|7|3|2
150906036|1|5|6|9|1
150906037|1|2|8|1|8
150906038|0|4|2|7|7
150906039|7|8|8|1|8
150906040|8|6|8|5|1
150906041|2|3|1|8|7
150906042|2|7|8|0|7
150906043|9|4|3|1|3
150906044|7|7|1|4|3
150906045|8|0|0|7|2
150906046|6|0|3|7|2
150906047|6|2|9|3|3
150906048|7|4|7|9|1
150906049|8|0|2|0|6
150906050|7|5|6|9|2
150906051|3|4|0|0|7
150906052|0|4|0|7|8
150906053|7|6|8|8|5
150906054|8|9|2|8|1
150906055|8|8|2|4|3
150906056|2|6|5|2|0
150906057|1|8|4|2|2
150906058|0|1|8|1|4
150906059|6|7|7|7|4
150906060|9|9|1|2|5
150906061|4|0|2|2|3
150906062|8|6|2|5|5
150906063|2|2|8|4|3
150906064|7|6|0|6|6
150906065|2|7|4|2|0
150906066|6|3|6|7|9
150906067|9|4|2|3|3
150906068|8|4|8|6|2
150906069|0|6|1|3|7
150906070|7|0|7|4|7
150906071|4|7|0|1|3
150906072|1|1|3|5|9
150906073|9|3|9|7|8
150906074|9|7|2|3|6
150906075|6|1|1|0|2
150906076|1|4|5|3|3
150906077|7|3|4|2|6
150906078|9|5|6|8|7
150906079|2|2|3|3|4
150906080|0|5|1|3|8
150906081|7|9|1|5|3
150906082|1|8|2|8|0
150906083|5|6|0|6|3
150906084|0|5|2|9|8
150906085|5|7|7|7|2
150906086|9|4|7|1|1
150906087|5|4|8|8|2
150906088|2|7|1|7|1
150906089|0|7|0|9|4
150906090|7|3|6|0|3
150906091|6|2|3|4|2
150906092|3|6|9|6|2
150906093|1|9|5|7|7
150906094|8|2|8|9|4
150906095|4|0|0|5|1
150906096|8|6|1|9|6
150906097|4|1|7|6|7
150906098|8|8|9|2|0
150906099|4|1|5|7|9
150906100|7|7|3|9|0
150906101|6|7|8|8|7
150906102|6|2|5|1|6
150906103|6|8|7|2|3
150906104|6|2|0|5|6
150906105|9|7|7|7|9
150906106|0|8|1|9|4
150906107|7|4|8|7|5
150906108|8|1|8|6|0
150906109|9|9|7|1|1
150906110|3|1|3|1|7
150906111|3|9|1|6|3
150906112|4|3|6|5|6
150906113|0|1|8|7|3
150906114|9|5|7|5|5
150906115|4|7|2|8|0
150906116|5|7|2|4|3
150906117|5|9|8|3|3
150906118|9|5|7|6|4
150906119|8|2|9|9|9
150906120|3|0|4|5|9
150907001|9|4|7|7|9
150907002|2|7|0|2|2
150907003|2|0|6|9|7
150907004|3|8|1|8|2
150907005|9|0|5|5|3
150907006|7|6|9|5|8
150907007|6|8|3|9|7
150907008|4|6|0|7|2
150907009|1|5|5|0|1
150907010|5|9|8|1|8
150907011|2|7|6|2|9
150907012|3|7|8|0|8
150907013|8|4|8|0|2
150907014|1|8|3|5|9
150907015|1|4|5|0|2
150907016|9|5|2|4|9
150907018|0|9|6|1|7
150907019|5|6|2|8|1
150907020|0|2|8|7|9
150907021|0|1|2|9|9
150907022|0|2|8|7|6
150907023|6|8|7|0|0
150907024|7|6|6|1|1
150907025|5|0|2|4|2
150907026|5|8|7|1|6
150907027|8|7|6|9|3
150907028|8|0|4|9|6
150907029|7|5|0|7|2
150907030|3|3|6|5|6
150907031|5|2|7|1|5
150907032|5|8|5|9|7
150907033|8|4|0|3|4
150907034|2|8|5|4|2
150907035|6|0|1|0|3
150907036|2|6|7|9|0
150907037|1|2|5|7|2
150907038|7|6|5|0|6
150907039|2|0|7|5|1
150907040|7|2|0|4|0
150907041|3|1|0|6|2
150907042|8|9|6|2|9
150907043|6|0|4|7|2
150907044|3|7|1|8|0
150907045|9|4|8|2|7
150907046|7|0|0|5|7
150907047|4|3|1|8|2
150907048|1|7|0|8|1
150907049|2|0|6|1|5
150907050|1|9|5|8|5
150907051|5|8|6|8|1
150907052|2|8|9|8|3
150907053|3|4|6|5|6
150907054|4|2|5|2|2
150907055|2|8|3|8|0
150907056|4|0|2|5|6
150907057|2|8|7|0|4
150907058|7|2|1|2|2
150907059|4|7|9|2|3
150907060|9|0|9|8|0
150907061|4|6|2|5|5
150907062|0|4|9|5|9
150907063|8|6|7|9|1
150907064|3|6|9|4|1
150907065|2|8|7|0|9
150907066|7|0|3|4|0
150907067|3|6|7|1|7
150907068|6|6|8|6|0
150907069|1|6|2|0|3
150907070|7|9|9|9|8
150907071|6|5|3|7|8
150907072|3|9|6|6|5
150907073|9|2|1|3|0
150907074|6|1|5|7|5
150907075|1|5|2|0|5
150907076|2|7|5|5|5
150907077|6|3|7|3|4
150907078|2|1|5|6|1
150907079|8|2|6|7|2
150907080|7|7|5|3|1
150907081|7|0|8|0|1
150907082|2|1|5|8|8
150907083|2|8|9|0|4
150907084|8|6|0|0|4
150907085|9|5|6|2|3
150907086|8|5|5|5|3
150907087|0|8|5|5|2
150907088|8|5|9|5|2
150907089|3|9|7|0|5
150907090|6|0|1|5|7
150907091|0|1|0|5|6
150907092|8|6|5|9|2
150907093|6|1|8|9|0
150907094|1|4|4|2|5
150907095|6|8|0|8|4
150907096|7|4|2|6|0
150907097|4|8|1|3|7
150907098|6|5|8|5|9
150907099|8|4|1|8|2
150907100|1|4|0|7|7
150907101|4|1|1|6|9
150907102|5|6|1|6|5
150907103|6|1|2|4|6
150907104|2|1|8|6|5
150907105|6|9|9|6|6
150907106|0|6|4|5|2
150907107|9|1|2|2|3
150907108|7|4|0|0|3
150907109|4|8|4|3|9
150907110|3|7|5|2|7
150907111|4|5|8|4|3
150907112|5|4|6|0|5
150907113|6|6|8|5|5
150907114|1|0|8|7|8
150907115|8|4|5|6|6
150907116|4|1|5|8|6
150907117|6|3|9|6|1
150907118|8|2|6|8|2
150907119|2|6|9|3|7
150907120|9|2|7|8|4
150908001|6|3|2|0|4
150908002|2|8|8|8|5
150908003|2|3|4|0|3
150908004|7|8|5|9|8
150908005|7|4|0|7|3
150908006|7|7|5|1|2
150908007|9|4|0|3|2
150908008|8|3|1|1|3
150908009|5|5|1|7|1
150908010|2|3|6|3|0
150908011|1|0|7|7|0
150908012|3|5|0|5|2
150908013|0|4|3|3|2
150908014|7|8|9|3|7
150908015|5|9|2|0|5
150908016|6|7|6|7|6
150908017|1|5|6|7|2
150908018|7|4|5|3|6
150908019|0|0|6|6|5
150908020|1|8|7|5|9
150908021|2|3|8|2|6
150908022|1|8|8|0|1
150908023|7|6|7|5|6
150908024|3|8|3|0|5
150908025|4|3|9|4|8
150908026|6|1|4|9|7
150908027|4|8|7|3|1
150908028|8|3|2|2|1
150908029|0|2|8|4|2
150908030|5|3|8|6|3
150908031|9|6|3|8|0
150908032|4|3|0|1|9
150908033|7|0|0|1|1
150908034|5|6|5|6|4
150908035|4|7|7|7|5
150908036|8|6|4|5|2
150908037|5|2|9|9|2
150908038|1|8|4|1|7
150908039|4|4|2|5|8
150908040|1|8|8|6|4
150908041|6|0|5|5|1
150908042|7|9|4|4|0
150908043|8|2|5|4|9
150908044|1|4|7|1|7
150908045|2|7|2|2|0
150908046|6|8|3|6|0
150908047|8|6|8|4|5
150908048|6|2|6|9|3
150908049|2|0|4|1|0
150908050|5|8|1|2|4
150908051|9|1|9|5|3
150908052|6|0|0|1|5
150908053|7|5|3|2|1
150908054|6|9|5|1|3
150908055|9|5|2|1|6
150908056|2|4|5|8|4
150908057|3|6|3|8|6
150908058|0|1|0|8|8
150908059|8|9|7|0|3
150908060|5|6|8|7|7
150908061|0|9|1|3|2
150908062|9|5|1|4|3
150908063|2|1|0|1|6
150908064|2|2|2|6|8
150908065|3|3|7|3|7
150908066|0|6|1|0|5
150908067|6|1|4|8|1
150908068|3|7|7|4|4
150908069|0|5|7|0|0
150908070|4|0|0|9|1
150908071|5|3|8|3|4
150908072|9|8|0|9|4
150908073|2|8|9|9|0
150908074|0|6|2|4|8
150908075|2|9|3|0|2
150908076|8|1|9|0|0
150908077|3|8|9|8|6
150908078|1|3|4|9|5
150908079|0|2|0|3|5
150908080|4|4|0|9|8
150908081|8|0|2|8|7
150908082|4|0|2|0|3
150908083|5|7|0|7|6
150908084|9|4|3|7|8
150908085|3|6|4|3|1
150908086|1|4|2|4|3
150908087|1|2|8|8|8
150908088|8|6|5|7|6
150908089|0|3|3|8|8
150908090|7|5|9|4|1
150908091|5|0|8|6|7
150908092|3|6|1|1|1
150908093|8|3|4|8|2
150908094|7|0|6|9|2
150908095|5|9|7|1|5
150908096|3|5|7|0|5
150908097|5|2|0|0|5
150908098|9|9|0|5|8
150908099|9|9|3|8|7
150908100|6|1|0|6|5
150908101|9|4|1|0|6
150908102|4|0|4|2|8
150908103|0|0|3|3|1
150908104|4|6|9|3|1
150908105|4|7|6|9|0
150908106|2|8|9|1|1
150908107|5|2|7|9|4
150908108|1|3|8|4|8
150908109|6|2|1|8|3
150908110|0|4|1|7|0
150908111|5|1|1|8|2
150908112|0|6|3|0|7
150908113|1|5|5|7|9
150908114|8|3|3|7|6
150908115|9|0|5|0|2
150908116|9|3|2|5|9
150908117|5|9|7|3|8
150908118|7|7|9|8|0
150908119|4|6|7|8|9
150908120|9|4|2|2|4
150909004|8|9|2|3|0
150909006|0|7|2|6|1
150909007|4|6|4|9|5
150909008|2|2|1|0|5
150909009|6|5|0|9|9
150909010|1|4|6|3|6
150909011|5|4|0|3|4
150909012|7|0|5|0|1
150909013|7|0|7|6|5
150909014|5|4|6|9|9
150909015|1|6|5|6|7
150909016|6|2|5|4|9
150909017|5|5|3|9|2
150909018|4|5|9|3|8
150909019|5|2|0|7|5
150909020|5|6|8|2|0
150909021|4|2|8|3|2
150909022|3|7|5|7|1
150909023|1|7|8|5|9
150909024|3|3|5|4|9
150909025|6|6|2|9|7
150909026|9|0|7|8|6
150909027|6|8|1|9|0
150909028|0|3|1|0|9
150909029|6|0|0|8|6
150909030|2|7|9|6|2
150909031|3|9|5|8|8
150909032|7|7|0|4|5
150909033|3|0|4|4|1
150909034|3|8|2|3|1
150909035|1|6|7|5|3
150909036|5|5|6|0|2
150909037|8|9|0|4|4
150909038|2|5|8|2|0
150909039|2|0|9|3|0
150909040|8|9|6|3|1
150909041|2|2|2|4|2
150909042|9|4|7|3|4
150909043|0|9|4|5|9
150909044|8|6|6|6|3
150909045|9|6|3|7|9
150909046|5|1|5|9|2
150909047|6|2|7|0|6
150909048|6|9|8|8|6
150909049|0|5|3|0|8
150909050|8|9|2|0|1
150909051|1|9|3|9|5
150909052|7|0|0|8|4
150909053|5|2|4|6|8
150909054|7|8|7|9|9
150909055|6|3|5|7|7
150909056|4|5|7|1|6
150909057|0|0|0|8|9
150909058|4|6|1|3|3
150909059|0|4|4|2|3
150909060|6|1|3|1|9
150909061|7|1|4|3|9
150909062|5|4|5|9|4
150909063|2|5|4|8|1
150909064|6|0|7|6|9
150909065|6|6|6|5|1
150909066|3|9|8|4|2
150909067|9|9|2|2|9
150909068|6|7|6|0|8
150909069|3|8|7|0|5
150909070|5|0|3|8|9
150909071|0|3|2|8|4
150909072|0|0|7|7|4
150909073|3|7|0|1|5
150909074|2|5|6|9|1
150909075|3|4|8|2|3
150909076|7|3|1|2|1
150909077|1|3|7|0|8
150909078|8|9|8|8|0
150909079|0|8|1|8|8
150909080|8|2|9|2|8
150909081|5|9|1|6|6
150909082|8|2|6|0|5
150909083|1|6|6|1|6
150909084|6|6|8|9|2
150909085|4|0|7|4|1
150909086|5|7|6|6|5
150909087|5|4|5|6|8
150909088|7|4|9|2|4
150909089|4|5|7|7|3
150909090|2|4|4|5|7
150909091|8|8|0|9|4
150909092|7|8|6|7|5
150909093|0|5|7|7|3
150909094|2|9|5|0|1
150909095|0|7|3|2|5
150909096|1|5|0|7|8
150909097|2|7|9|1|9
150909098|0|7|5|6|7
150909099|1|9|2|9|5
150909100|6|8|6|3|8
150909101|3|9|4|3|0
150909102|2|6|8|0|2
150909103|3|1|0|1|7
150909104|6|2|5|2|2
150909105|9|0|7|5|5
150909106|7|2|0|6|9
150909107|8|2|5|7|0
150909108|3|3|7|2|8
150909109|8|3|9|9|2
150909110|8|8|8|3|8
150909111|9|0|9|1|5
150909112|7|0|8|0|1
150909113|5|1|5|1|4
150909114|1|7|4|2|6
150909115|8|7|6|4|9
150909116|1|5|5|0|8
150909117|2|0|1|4|9
150909118|9|6|8|4|2
150909119|7|7|1|2|6
150909120|0|7|6|5|3
150910001|4|6|7|8|0
150910002|2|7|8|4|4
150910003|9|2|3|0|1
150910004|1|4|0|5|6
150910005|8|2|4|8|6
150910006|4|1|2|3|0
150910007|9|7|9|2|6
150910008|3|9|1|3|4
150910009|8|6|7|1|5
150910010|9|7|2|8|4
150910011|5|5|4|6|4
150910012|5|1|5|0|9
150910013|9|9|6|5|9
150910014|2|7|7|4|1
150910015|2|5|3|6|9
150910016|2|1|0|0|2
150910017|0|2|0|6|5
150910018|5|0|0|1|3
150910019|6|0|6|9|4
150910020|2|8|6|7|9
150910021|9|7|2|5|3
150910022|1|6|4|7|1
150910023|7|5|6|7|6
150910024|8|2|2|4|7
150910025|9|6|8|2|5
150910026|0|4|5|6|2
150910027|0|2|5|6|1
150910028|5|3|1|8|8
150910029|2|8|9|7|4
150910030|9|1|8|4|2
150910031|2|7|9|9|1
150910032|9|6|5|4|4
150910033|6|0|3|7|0
150910034|2|7|4|7|8
150910035|6|9|3|3|9
150910036|1|3|6|6|0
150910037|5|6|8|5|0
150910038|0|0|0|3|8
150910039|0|6|4|1|6
150910040|0|3|3|8|0
150910041|8|3|4|9|6
150910042|7|9|1|1|0
150910043|5|3|7|3|9
150910044|4|4|9|9|2
150910045|9|0|3|1|7
150910046|7|2|6|1|7
150910047|7|0|5|6|0
150910048|7|0|6|4|9
150910049|9|2|7|1|6
150910050|3|7|3|7|8
150910051|5|1|6|6|5
150910052|2|2|1|0|5
150910053|5|7|3|1|1
150910054|6|4|9|3|9
150910055|8|7|6|5|6
150910056|7|1|7|8|9
150910057|0|4|6|6|5
150910058|4|6|9|6|6
150910059|1|7|3|4|6
150910060|1|0|7|6|9
150910061|3|3|1|2|8
150910062|4|3|1|1|2
150910063|5|8|5|8|3
150910064|6|9|4|0|7
150910065|2|2|9|3|3
150910066|5|9|3|7|4
150910067|0|0|3|7|1
150910068|6|7|2|3|9
150910069|0|0|9|7|4
150910070|9|3|6|9|0
150910071|6|0|7|8|5
150910072|1|6|8|8|2
150910073|8|5|9|3|0
150910074|7|0|1|4|3
150910075|4|5|3|9|2
150910076|6|0|5|9|1
150910077|7|6|7|3|1
150910078|0|4|9|4|8
150910079|5|3|0|5|0
150910080|4|4|5|9|7
150910081|8|1|3|2|6
150910082|9|3|4|4|9
150910083|6|1|1|9|0
150910084|3|7|0|8|4
150910085|2|2|9|5|1
150910086|1|9|2|8|9
150910087|8|6|4|0|9
150910088|6|5|2|1|0
150910089|1|5|8|1|0
150910090|2|6|7|7|7
150910091|2|8|8|0|9
150910092|5|4|6|5|6
150910093|9|2|1|3|6
150910094|8|8|6|8|0
150910095|7|1|9|8|9
150910096|5|3|5|8|3
150910097|5|4|9|9|0
150910098|0|0|8|2|3
150910099|5|2|1|1|0
150910100|4|6|9|7|2
150910101|7|1|5|4|4
150910102|2|1|1|4|4
150910103|7|1|2|4|2
150910104|5|7|7|8|7
150910105|2|4|9|9|3
150910106|7|7|8|1|9
150910107|9|7|0|8|8
150910108|8|9|5|0|2
150910109|7|6|2|2|1
150910110|3|2|5|5|2
150910111|7|3|3|6|6
150910112|8|9|4|0|7
150910113|4|1|6|7|6
150910114|4|7|4|8|8
150910115|5|4|8|2|4
150910116|5|0|3|3|1
150910117|0|3|6|1|4
150910118|8|3|6|2|8
150910119|3|2|8|7|1
150910120|1|4|9|3|0
150911001|3|5|4|9|0
150911002|5|1|4|9|7
150911003|2|0|0|5|9
